Record date,Type of crop,Grade,Ktonnes,Region,Global_region,Destination
31/07/2018,Wheat,No.3 CW AD,0.6,Thunder Bay,Western Hemisphere,United States
31/07/2018,Wheat,No.3 CW AD,31.5,St. Lawrence,Africa,Algeria
31/07/2018,Wheat,No.3 CW AD,16.5,St. Lawrence,Western Hemisphere,Haiti
31/07/2018,Wheat,OTHER,74.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Oats,No.2 CW,16.3,Thunder Bay,Western Hemisphere,United States
31/07/2018,Oats,OTHER,1.9,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Oats,OTHER,108.3,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,No.1 CW,36.5,Prince Rupert,Asia,China P.R.
31/07/2018,Barley,OTHER,8.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,OTHER,117.2,Vancouver,Asia,China P.R.
31/07/2018,Barley,OTHER,12.6,Vancouver,Asia,Japan
31/07/2018,Rye,OTHER,15.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Flaxseed,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Flaxseed,OTHER,14.7,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Canola,No.1 CANADA,10.3,Vancouver,Asia,Bangladesh
31/07/2018,Canola,No.1 CANADA,408.1,Vancouver,Asia,China P.R.
31/07/2018,Canola,No.1 CANADA,121.7,Vancouver,Asia,Japan
31/07/2018,Canola,No.1 CANADA,18,Vancouver,Asia,Pakistan
31/07/2018,Canola,No.1 CANADA,45,Vancouver,Asia,United Arab Emirates
31/07/2018,Canola,No.1 CANADA,64.2,Prince Rupert,Asia,China P.R.
31/07/2018,Canola,No.1 CANADA,163.6,Prince Rupert,Western Hemisphere,Mexico
31/07/2018,Canola,OTHER,76,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Sunflower seed,OTHER,1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Soybeans,No.2 CANADA,18.9,Bay & Lakes,Western Europe,Belgium
31/07/2018,Soybeans,No.2 CANADA,19.9,Bay & Lakes,Western Europe,Greece
31/07/2018,Soybeans,No.2 CANADA,5.5,Bay & Lakes,Western Europe,Ireland
31/07/2018,Soybeans,No.2 CANADA,19.2,Bay & Lakes,Western Europe,Italy
31/07/2018,Soybeans,No.2 CANADA,6.9,St. Lawrence,Western Europe,Belgium
31/07/2018,Soybeans,OTHER,15.8,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Peas,All grades combined,5.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Peas,All grades combined,25.5,Vancouver,Asia,Bangladesh
31/07/2018,Peas,All grades combined,147.1,Vancouver,Asia,China P.R.
31/07/2018,Corn,No.2 CE,0.5,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Corn,No.3 CE,75.5,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,No.3 CE,19.4,Bay & Lakes,Western Europe,United Kingdom
31/07/2018,Corn,No.3 CE,0.1,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Corn,No.3 CE,8.2,St. Lawrence,Western Europe,Ireland
31/07/2018,Corn,No.4 CE,0.1,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Corn,No.5 CE,0.1,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Corn,OTHER,0.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Corn,OTHER,20.6,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,OTHER,20.8,Bay & Lakes,Western Europe,Spain
31/07/2018,Corn,OTHER,9.4,St. Lawrence,Western Europe,Spain
31/07/2018,Canary seed,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Canary seed,OTHER,1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Mustard seed,OTHER,2.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Lentils,No.2 CANADA,11.7,Vancouver,Asia,Bangladesh
31/07/2018,Lentils,OTHER,2.3,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Lentils,OTHER,22.6,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Chick peas,OTHER,0.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,No.1 CW RS,93.7,Vancouver,Asia,China P.R.
31/07/2018,Wheat,No.1 CW RS,127.8,Vancouver,Asia,Japan
31/07/2018,Wheat,No.1 CW RS,11,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.1 CW RS,21,Vancouver,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.1 CW RS,36.5,Prince Rupert,Asia,Japan
31/07/2018,Wheat,No.1 CW RS,7,Thunder Bay,Western Europe,Italy
31/07/2018,Wheat,No.1 CW RS,7.3,St. Lawrence,Western Europe,Italy
31/07/2018,Wheat,No.2 C PS,12,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CE,15.5,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Wheat,No.2 CE,28.9,St. Lawrence,Western Hemisphere,Brazil
31/07/2018,Wheat,No.2 CE,13.8,St. Lawrence,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.2 CE,33.3,St. Lawrence,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CE,6,St. Lawrence,Western Hemisphere,Venezuela
31/07/2018,Wheat,No.2 CW RS,59.3,Vancouver,Asia,Bangladesh
31/07/2018,Wheat,No.2 CW RS,43.1,Vancouver,Asia,Philippines
31/07/2018,Wheat,No.2 CW RS,35.7,Vancouver,Asia,South Korea
31/07/2018,Wheat,No.2 CW RS,12.1,Vancouver,Asia,United Arab Emirates
31/07/2018,Wheat,No.2 CW RS,33.7,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,No.2 CW RS,89.5,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,11.4,Vancouver,Western Hemisphere,Costa Rica
31/07/2018,Wheat,No.2 CW RS,58.8,Vancouver,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.2 CW RS,71.4,Vancouver,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CW RS,53.5,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.2 CW RS,12.5,Prince Rupert,Africa,Kenya
31/07/2018,Wheat,No.2 CW RS,10,Prince Rupert,Africa,Malawi
31/07/2018,Wheat,No.2 CW RS,10,Prince Rupert,Africa,Mozambique
31/07/2018,Wheat,No.2 CW RS,5,Prince Rupert,Africa,Rwanda
31/07/2018,Wheat,No.2 CW RS,55,Prince Rupert,Africa,South Africa
31/07/2018,Wheat,No.2 CW RS,16.5,Prince Rupert,Africa,Tanzania
31/07/2018,Wheat,No.2 CW RS,38.5,Prince Rupert,Asia,Bangladesh
31/07/2018,Wheat,No.2 CW RS,52.5,Prince Rupert,Asia,Indonesia
31/07/2018,Wheat,No.2 CW RS,50.2,Prince Rupert,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CW RS,46.1,Prince Rupert,Western Hemisphere,Peru
31/07/2018,Wheat,No.2 CW RS,20.7,Thunder Bay,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,24.5,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2018,Wheat,No.2 CW RS,9.3,St. Lawrence,Western Europe,Portugal
31/07/2018,Wheat,No.2 CW RS,14.2,St. Lawrence,Western Europe,United Kingdom
31/07/2018,Wheat,No.2 CW RS,1,St. Lawrence,Africa,Burkina Faso
31/07/2018,Wheat,No.2 CW RS,20.5,St. Lawrence,Africa,Cameroon
31/07/2018,Wheat,No.2 CW RS,25.3,St. Lawrence,Africa,Ghana
31/07/2018,Wheat,No.2 CW RS,5.1,St. Lawrence,Africa,Ivory Coast
31/07/2018,Wheat,No.2 CW RS,75.3,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,No.2 CW RS,4.5,St. Lawrence,Africa,Togo
31/07/2018,Wheat,No.2 CW RS,49.9,St. Lawrence,Western Hemisphere,Brazil
31/07/2018,Wheat,No.2 CW RS,47.6,St. Lawrence,Western Hemisphere,Cuba
31/07/2018,Wheat,No.2 CW RS,7.7,St. Lawrence,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.2 CW RS,16.5,St. Lawrence,Western Hemisphere,Mexico
31/07/2018,Wheat,OTHER,24.6,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Wheat,OTHER,144.7,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,OTHER,8.8,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,OTHER,11,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,OTHER,14.8,Vancouver,Western Hemisphere,Ecuador
31/07/2018,Wheat,OTHER,9.9,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,OTHER,17.2,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2018,Wheat,OTHER,34.8,St. Lawrence,Western Europe,United Kingdom
31/07/2018,Wheat,OTHER,11,St. Lawrence,Western Hemisphere,Mexico
31/07/2018,Wheat,No.1 CW AD,30.7,Vancouver,Africa,Algeria
31/07/2018,Wheat,No.1 CW AD,5.7,Vancouver,Asia,Japan
31/07/2018,Wheat,No.1 CW AD,18.2,Thunder Bay,Western Europe,Italy
31/07/2018,Wheat,No.1 CW AD,21,Thunder Bay,Africa,Morocco
31/07/2018,Wheat,No.1 CW AD,9.3,St. Lawrence,Western Europe,Italy
31/07/2018,Wheat,No.1 CW AD,19.8,St. Lawrence,Africa,Algeria
31/07/2018,Wheat,No.1 CW AD,70.9,St. Lawrence,Africa,Morocco
31/07/2018,Wheat,No.2 CW AD,11.8,Vancouver,Asia,United Arab Emirates
31/07/2018,Wheat,No.2 CW AD,2.3,Vancouver,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.2 CW AD,3.6,St. Lawrence,Africa,Cameroon
31/07/2018,Wheat,No.2 CW AD,5.9,St. Lawrence,Africa,Morocco
31/07/2018,Wheat,No.2 CW AD,4.2,St. Lawrence,Western Hemisphere,Cuba
31/07/2018,Wheat,No.3 CW AD,14.2,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.3 CW AD,16.1,Thunder Bay,Western Europe,Italy
31/07/2018,Wheat,No.3 CW AD,26.3,St. Lawrence,Africa,Algeria
31/07/2018,Wheat,No.3 CW AD,12,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,OTHER,61.5,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Oats,No.1 CW,8.7,Vancouver,Western Hemisphere,Ecuador
31/07/2018,Oats,No.1 CW,36.3,Vancouver,Western Hemisphere,Mexico
31/07/2018,Oats,OTHER,1,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Oats,OTHER,71.9,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,OTHER,7.6,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,OTHER,158.7,Vancouver,Asia,China P.R.
31/07/2018,Barley,OTHER,16.3,Vancouver,Asia,Japan
31/07/2018,Rye,OTHER,18,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Flaxseed,No.1 CW,28,Vancouver,Asia,China P.R.
31/07/2018,Flaxseed,No.1 CW,9.3,Thunder Bay,Western Europe,Belgium
31/07/2018,Flaxseed,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Flaxseed,OTHER,8.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Canola,No.1 CANADA,477,Vancouver,Asia,China P.R.
31/07/2018,Canola,No.1 CANADA,204.6,Vancouver,Asia,Japan
31/07/2018,Canola,No.1 CANADA,45,Vancouver,Asia,United Arab Emirates
31/07/2018,Canola,No.1 CANADA,65.4,Prince Rupert,Asia,China P.R.
31/07/2018,Canola,No.1 CANADA,92.4,Prince Rupert,Western Hemisphere,Mexico
31/07/2018,Canola,No.1 CANADA,19.4,Thunder Bay,Western Hemisphere,Mexico
31/07/2018,Canola,OTHER,29.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Sunflower seed,OTHER,0.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Soybeans,No.2 CANADA,36.6,Bay & Lakes,Western Europe,Italy
31/07/2018,Soybeans,No.2 CANADA,27.9,St. Lawrence,Western Europe,Italy
31/07/2018,Soybeans,No.2 CANADA,38.8,St. Lawrence,Asia,China P.R.
31/07/2018,Soybeans,OTHER,12.8,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Peas,All grades combined,6.8,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Peas,All grades combined,25,Vancouver,Asia,Bangladesh
31/07/2018,Peas,All grades combined,284.2,Vancouver,Asia,China P.R.
31/07/2018,Peas,All grades combined,30,Vancouver,Asia,India
31/07/2018,Peas,All grades combined,27,Vancouver,Western Hemisphere,Cuba
31/07/2018,Corn,No.2 CE,18.9,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,No.2 CE,0.3,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Corn,No.3 CE,86.8,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,No.3 CE,21.4,Bay & Lakes,Western Europe,Spain
31/07/2018,Corn,No.3 CE,19.4,Bay & Lakes,Western Europe,United Kingdom
31/07/2018,Corn,No.3 CE,0,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Corn,OTHER,0,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Corn,OTHER,20.7,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,OTHER,62.5,Bay & Lakes,Western Europe,Portugal
31/07/2018,Corn,OTHER,43.9,Bay & Lakes,Western Europe,Spain
31/07/2018,Corn,OTHER,11,St. Lawrence,Western Europe,Ireland
31/07/2018,Corn,OTHER,8.8,St. Lawrence,Western Europe,Portugal
31/07/2018,Corn,OTHER,19.8,St. Lawrence,Western Europe,Spain
31/07/2018,Canary seed,OTHER,0.2,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Canary seed,OTHER,1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Mustard seed,No.1 CANADA,1.4,Thunder Bay,Western Europe,Belgium
31/07/2018,Mustard seed,OTHER,1.7,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Lentils,OTHER,3.3,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Lentils,OTHER,16.3,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Chick peas,OTHER,0.3,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,No.1 CW RS,35.3,Vancouver,Asia,Indonesia
31/07/2018,Wheat,No.1 CW RS,134.5,Vancouver,Asia,Japan
31/07/2018,Wheat,No.1 CW RS,34.1,Prince Rupert,Asia,Japan
31/07/2018,Wheat,No.1 CW RW,8,Thunder Bay,Western Hemisphere,United States
31/07/2018,Wheat,No.2 C PS,9.9,Vancouver,Asia,Vietnam
31/07/2018,Wheat,No.2 CE,28.3,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Wheat,No.2 CE,15,St. Lawrence,Western Hemisphere,Brazil
31/07/2018,Wheat,No.2 CE,18.7,St. Lawrence,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CW RS,54.3,Vancouver,Africa,Mozambique
31/07/2018,Wheat,No.2 CW RS,42.4,Vancouver,Asia,Bangladesh
31/07/2018,Wheat,No.2 CW RS,103.4,Vancouver,Asia,Indonesia
31/07/2018,Wheat,No.2 CW RS,26.1,Vancouver,Asia,Malaysia
31/07/2018,Wheat,No.2 CW RS,11.8,Vancouver,Asia,South Korea
31/07/2018,Wheat,No.2 CW RS,56.3,Vancouver,Asia,United Arab Emirates
31/07/2018,Wheat,No.2 CW RS,37.6,Vancouver,Asia,Vietnam
31/07/2018,Wheat,No.2 CW RS,22.2,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,No.2 CW RS,33.2,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,5.5,Vancouver,Western Hemisphere,Costa Rica
31/07/2018,Wheat,No.2 CW RS,10,Vancouver,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.2 CW RS,44,Vancouver,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CW RS,47.6,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.2 CW RS,82.5,Prince Rupert,Asia,Bangladesh
31/07/2018,Wheat,No.2 CW RS,51,Prince Rupert,Asia,Indonesia
31/07/2018,Wheat,No.2 CW RS,17.8,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2018,Wheat,No.2 CW RS,8.8,St. Lawrence,Western Europe,Italy
31/07/2018,Wheat,No.2 CW RS,6,St. Lawrence,Western Europe,Portugal
31/07/2018,Wheat,No.2 CW RS,21,St. Lawrence,Western Europe,United Kingdom
31/07/2018,Wheat,No.2 CW RS,33,St. Lawrence,Africa,Ghana
31/07/2018,Wheat,No.2 CW RS,24.2,St. Lawrence,Africa,Mozambique
31/07/2018,Wheat,No.2 CW RS,94.9,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,No.2 CW RS,19.8,St. Lawrence,Africa,Tanzania
31/07/2018,Wheat,No.2 CW RS,18,St. Lawrence,Western Hemisphere,Brazil
31/07/2018,Wheat,No.2 CW RS,30.7,St. Lawrence,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,46.5,St. Lawrence,Western Hemisphere,Cuba
31/07/2018,Wheat,OTHER,83.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,OTHER,21.8,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,OTHER,11.2,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,OTHER,14.3,Vancouver,Western Hemisphere,Costa Rica
31/07/2018,Wheat,OTHER,15.2,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,OTHER,20.9,Thunder Bay,Western Hemisphere,Colombia
31/07/2018,Wheat,OTHER,17.3,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2018,Wheat,OTHER,9.4,St. Lawrence,Western Europe,Spain
31/07/2018,Wheat,OTHER,11.8,St. Lawrence,Western Europe,United Kingdom
31/07/2018,Wheat,No.1 CW AD,7.7,Vancouver,Asia,Indonesia
31/07/2018,Wheat,No.1 CW AD,22.4,Vancouver,Asia,Japan
31/07/2018,Wheat,No.1 CW AD,2.3,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.1 CW AD,6.6,Vancouver,Western Hemisphere,Costa Rica
31/07/2018,Wheat,No.2 CW AD,4.2,St. Lawrence,Western Hemisphere,Cuba
31/07/2018,Wheat,No.3 CW AD,10.7,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,OTHER,95.5,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Oats,No.2 CW,31.4,Thunder Bay,Western Hemisphere,United States
31/07/2018,Oats,OTHER,0.9,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Oats,OTHER,48.5,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,OTHER,0.9,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,OTHER,58.1,Vancouver,Asia,China P.R.
31/07/2018,Rye,OTHER,11.9,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Flaxseed,No.1 CW,8.6,Vancouver,Asia,China P.R.
31/07/2018,Flaxseed,OTHER,0,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Flaxseed,OTHER,3.6,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Canola,No.1 CANADA,395.1,Vancouver,Asia,China P.R.
31/07/2018,Canola,No.1 CANADA,215.6,Vancouver,Asia,Japan
31/07/2018,Canola,No.1 CANADA,19.6,Vancouver,Asia,United Arab Emirates
31/07/2018,Canola,No.1 CANADA,46.2,Vancouver,Western Hemisphere,Mexico
31/07/2018,Canola,No.1 CANADA,90.3,Prince Rupert,Western Hemisphere,Mexico
31/07/2018,Canola,OTHER,47.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Sunflower seed,OTHER,0.4,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Soybeans,No.2 CANADA,99.7,Vancouver,Asia,China P.R.
31/07/2018,Soybeans,No.2 CANADA,19.2,Bay & Lakes,Western Europe,Belgium
31/07/2018,Soybeans,No.2 CANADA,66,St. Lawrence,Asia,China P.R.
31/07/2018,Soybeans,OTHER,21.9,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Soybeans,OTHER,21.5,Vancouver,Asia,China P.R.
31/07/2018,Peas,All grades combined,5.8,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Peas,All grades combined,104.6,Vancouver,Asia,China P.R.
31/07/2018,Corn,No.3 CE,18.7,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,No.3 CE,19.1,Bay & Lakes,Western Europe,Spain
31/07/2018,Corn,No.3 CW,12.6,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,OTHER,9.6,Bay & Lakes,Western Europe,Ireland
31/07/2018,Corn,OTHER,20.9,Bay & Lakes,Western Europe,Italy
31/07/2018,Corn,OTHER,39.4,Bay & Lakes,Western Europe,Portugal
31/07/2018,Corn,OTHER,39.9,Bay & Lakes,Western Europe,Spain
31/07/2018,Corn,OTHER,40.9,St. Lawrence,Western Europe,Ireland
31/07/2018,Corn,OTHER,38.6,St. Lawrence,Western Europe,Italy
31/07/2018,Corn,OTHER,9.2,St. Lawrence,Western Europe,Portugal
31/07/2018,Corn,OTHER,42.5,St. Lawrence,Western Europe,Spain
31/07/2018,Canary seed,OTHER,1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Mustard seed,OTHER,1.7,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Lentils,No.2 CANADA,16.2,Vancouver,Asia,Turkey
31/07/2018,Lentils,OTHER,1.7,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Lentils,OTHER,11.9,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Chick peas,OTHER,0.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,No.1 C PS,13.8,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,No.1 CW RS,10.5,Vancouver,Asia,China P.R.
31/07/2018,Wheat,No.1 CW RS,41.2,Vancouver,Asia,Japan
31/07/2018,Wheat,No.1 CW RS,7.7,Vancouver,Asia,South Korea
31/07/2018,Wheat,No.1 CW RS,16.5,Vancouver,Western Hemisphere,Chile
31/07/2018,Wheat,No.1 CW RS,5.5,Vancouver,Western Hemisphere,Costa Rica
31/07/2018,Wheat,No.1 CW RS,11,Vancouver,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.1 CW RS,8.8,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.1 CW RW,11.4,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Wheat,No.2 CE,23,Bay & Lakes,Western Hemisphere,United States
31/07/2018,Wheat,No.2 CW RS,11.5,Vancouver,Asia,Bangladesh
31/07/2018,Wheat,No.2 CW RS,74.9,Vancouver,Asia,Indonesia
31/07/2018,Wheat,No.2 CW RS,13.5,Vancouver,Asia,Vietnam
31/07/2018,Wheat,No.2 CW RS,39.9,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,9.9,Vancouver,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CW RS,100.3,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.2 CW RS,16,Prince Rupert,Africa,Kenya
31/07/2018,Wheat,No.2 CW RS,2,Prince Rupert,Africa,Malawi
31/07/2018,Wheat,No.2 CW RS,12,Prince Rupert,Africa,Mozambique
31/07/2018,Wheat,No.2 CW RS,5.5,Prince Rupert,Africa,Uganda
31/07/2018,Wheat,No.2 CW RS,8.5,Prince Rupert,Africa,Zimbabwe
31/07/2018,Wheat,No.2 CW RS,76,Prince Rupert,Asia,China P.R.
31/07/2018,Wheat,No.2 CW RS,72.4,Prince Rupert,Asia,Indonesia
31/07/2018,Wheat,No.2 CW RS,49.2,Prince Rupert,Western Hemisphere,Ecuador
31/07/2018,Wheat,No.2 CW RS,11,Prince Rupert,Western Hemisphere,Mexico
31/07/2018,Wheat,No.2 CW RS,14,Thunder Bay,Western Europe,Italy
31/07/2018,Wheat,No.2 CW RS,46.3,Thunder Bay,Western Hemisphere,Colombia
31/07/2018,Wheat,No.2 CW RS,11.8,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2018,Wheat,No.2 CW RS,4,St. Lawrence,Western Europe,United Kingdom
31/07/2018,Wheat,No.2 CW RS,20.2,St. Lawrence,Africa,Cameroon
31/07/2018,Wheat,No.2 CW RS,17.6,St. Lawrence,Africa,Ghana
31/07/2018,Wheat,No.2 CW RS,109.2,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,No.2 CW RS,4.5,St. Lawrence,Africa,Togo
31/07/2018,Wheat,No.2 CW RS,7,St. Lawrence,Western Hemisphere,Haiti
31/07/2018,Wheat,No.2 CW RS,16.5,St. Lawrence,Western Hemisphere,Mexico
31/07/2018,Wheat,OTHER,31.7,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Wheat,OTHER,150.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Wheat,OTHER,16.8,Vancouver,Western Hemisphere,Colombia
31/07/2018,Wheat,OTHER,15.4,Vancouver,Western Hemisphere,Costa Rica
31/07/2018,Wheat,OTHER,9,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,OTHER,3.9,Thunder Bay,Western Hemisphere,Dominican Republic
31/07/2018,Wheat,OTHER,23.5,St. Lawrence,Western Europe,United Kingdom
31/07/2018,Wheat,OTHER,11,St. Lawrence,Western Hemisphere,Mexico
31/07/2018,Wheat,No.1 CW AD,60.1,Vancouver,Western Europe,Italy
31/07/2018,Wheat,No.1 CW AD,48.9,Vancouver,Africa,Morocco
31/07/2018,Wheat,No.1 CW AD,6.6,Vancouver,Western Hemisphere,Costa Rica
31/07/2018,Wheat,No.1 CW AD,29,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.1 CW AD,44.3,Thunder Bay,Africa,Morocco
31/07/2018,Wheat,No.1 CW AD,5.5,St. Lawrence,Africa,Morocco
31/07/2018,Wheat,No.1 CW AD,8,St. Lawrence,Africa,Nigeria
31/07/2018,Wheat,No.2 CW AD,15.8,Vancouver,Western Hemisphere,Peru
31/07/2018,Wheat,No.3 CW AD,21.2,Thunder Bay,Africa,Algeria
31/07/2018,Wheat,No.3 CW AD,97.2,St. Lawrence,Africa,Algeria
31/07/2018,Wheat,No.3 CW AD,15,St. Lawrence,Western Hemisphere,Haiti
31/07/2018,Wheat,OTHER,116.9,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Oats,No.2 CW,24.1,Vancouver,Western Hemisphere,Mexico
31/07/2018,Oats,OTHER,1.7,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Oats,OTHER,80.3,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,OTHER,2.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Barley,OTHER,88.3,Vancouver,Asia,China P.R.
31/07/2018,Barley,OTHER,12,Vancouver,Asia,Japan
31/07/2018,Rye,OTHER,21.2,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Flaxseed,No.1 CW,9,Vancouver,Asia,China P.R.
31/07/2018,Flaxseed,No.1 CW,20.8,Thunder Bay,Western Europe,Belgium
31/07/2018,Flaxseed,OTHER,0.5,Prairie Elevators,Western Hemisphere,Mexico
31/07/2018,Flaxseed,OTHER,10.1,Prairie Elevators,Western Hemisphere,United States
31/07/2018,Canola,No.1 CANADA,364.9,Vancouver,Asia,China P.R.
31/07/2018,Canola,No.1 CANADA,106.4,Vancouver,Asia,Japan
